,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
533,21,VDP10064,CONG TY TNHH P&T,All,33110100,VND,,,,"512,717,422.0000",,,,,,,-,"512,717,422.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
534,22,VDP10066,CONG TY TNHH DUOC PHAM KIM CHAU,All,33110100,VND,,,,"43,969,051.0000",,,,,,,-,"43,969,051.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
535,23,VDP10068,CONG TY TNHH DUOC PHAM KIM THANH,All,33110100,VND,,,,,,,,"88,332,300.0000",,,-,"88,332,300.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
536,24,VDP10070,CTY TNHH DUOC MY PHAM THAI NHAN,All,33110100,VND,,,,"189,069,930.0000",,,,,,,-,"189,069,930.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
537,25,VDP10073,CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"39,905,457.0000",,"24,430,000.0000",,"5,630,982.0000",,,-,"21,106,439.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
538,26,VDP10074,CONG TY TNHH DUOC PHAM VA TRANG THIET BI Y TE CT PHARMA,All,33110100,VND,,,,"712,458,518.0000",,"320,384,610.0000",,"12,811,491.0000",,,-,"404,885,399.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
539,27,VDP10075,CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"17,328,026.0000",,"4,731,000.0000",,"7,201,961.0000",,,-,"19,798,987.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
540,28,VDP10076,CHI NHANH 1 - CONG TY TNHH THAI NAKORN PATANA (VIET NAM) TAI TPHCM,All,33110100,VND,,,,"210,982,381.0000",,"49,907,829.0000",,"67,459,374.0600",,,-,"228,533,926.0600",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
541,29,VDP10077,(HAPHARCO))CHI NHANH CONG TY CP DUOC PHAM THIET BI Y TE HA NOI,All,33110100,VND,,,,,,,,"2,791,540,080.0000",,,-,"2,791,540,080.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
542,30,VDP10080,CONG TY TNHH THAI NAKORN PATANA (VIET NAM),All,33110100,VND,,,,,,,,"3,162,180.0000",,,-,"3,162,180.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
543,31,VDP10082,CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"29,473,752.0000",,"2,636,250.0000",,,,,-,"26,837,502.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
544,32,VDP10083,CONG TY TNHH THAI NAKORN PATANA-VIET NAM CHI NHANH TAI HA NOI,All,33110100,VND,,,,"20,087,999.0000",,,,"26,114,404.0000",,,-,"46,202,403.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
545,33,VDP10084,(HD)CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"841,283,926.0000",,"441,362,800.0000",,"94,362,213.0000",,,-,"494,283,339.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
546,34,VDP10085,CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"2,321,484,364.0000",,"550,076,000.0000",,"618,001,004.0000",,,-,"2,389,409,368.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
547,35,VDP10086,(HD)CONG TY TNHH DUOC PHAM Y-MED,All,33110100,VND,,,,"82,695,596.0000",,,,,,,-,"82,695,596.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
548,36,VDP10087,(HD)CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,625,508,895.0000",,"318,140,903.0000",,"365,181,896.0000",,,-,"1,672,549,888.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
549,37,VDP10088,(HD)CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"1,349,571,861.0000",,"425,320,000.0000",,,,,-,"924,251,861.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
550,38,VDP10089,(HD)CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"576,468,377.0000",,"279,317,615.0000",,"66,870,006.0000",,,-,"364,020,768.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
551,39,VDP10092,(HD)CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"118,770,451.0000",,,,"66,020,139.0000",,,-,"184,790,590.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
552,40,VDP10096,CONG TY CO PHAN DUOC PHAM THIEN DUOC,All,33110100,VND,,,,"2,175,860,221.0000",,"2,145,908,629.0000",,"2,343,222,227.0000",,,-,"2,373,173,819.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
553,41,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
554,42,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"3,419,141,651.0000",,"3,485,620,751.0000",,"3,490,152,750.0000",,,-,"3,423,673,650.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
555,43,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"304,790,628.0000",,"2,952,597.0000",,"136,750,600.0000",,,-,"438,588,631.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
556,44,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"28,072,502.0000",,"28,072,502.0000",,,,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
557,45,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"110,125,520.0000",,,,"78,206,375.0000",,,-,"188,331,895.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
558,46,VDP10103,(HD)CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"5,130,000.0000",,,,"1,852,500.0000",,,-,"6,982,500.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
559,47,VDP10104,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI HA NOI,All,33110100,VND,,,,"347,314,434.0000",,,,"255,878,960.0000",,,-,"603,193,394.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
560,48,VDP10105,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI DA NANG,All,33110100,VND,,,,"457,632,980.0000",,,,"64,209,060.0000",,,-,"521,842,040.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
561,49,VDP10106,CONG TY CO PHAN DUOC PHAM TRUNG UONG CPC1 - CHI NHANH THANH PHO HO CHI MINH,All,33110100,VND,,,,"18,995,724.0000",,,,,,,-,"18,995,724.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
562,50,VDP10107,CONG TY TNHH PHAT TRIEN DUOC PHAM MINH QUAN,All,33110100,VND,,,,"12,563,750.0000",,,,"15,076,499.0000",,,-,"27,640,249.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
563,51,VDP10108,CONG TY CO PHAN DUOC PHAM DAT VI PHU,All,33110100,VND,,,,"117,476,116.0000",,"48,397,688.0000",,"219,167,068.0000",,,-,"288,245,496.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
564,52,VDP10109,CHI NHANH CONG TY TNHH THUONG MAI DUOC PHAM DONG A,All,33110100,VND,,,,"162,564,000.0000",,,,"603,198,000.0000",,,-,"765,762,000.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
565,53,VDP10110,CONG TY TNHH PHAN PHOI TIEN TIEN,All,33110100,VND,,,,,,"467,818,437.0000",,"467,818,437.0000",,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
566,54,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"3,667,615.4300","96,993,652,393.3995","111,826.3000","3,050,481,164.5000","2,677,981.4000","72,649,680,756.0000",,,"6,233,770.5300","166,592,851,984.8995",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
567,55,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,USD,,,"774,076.9500","18,126,261,731.0703","167,228.0600","3,901,460,663.2000","2,068,369.6600","48,148,241,561.0000",,,"2,675,218.5500","62,373,042,628.8703",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
568,56,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,VND,,"(296,981,526.4217)",,,,,,,,"296,981,526.4217",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
569,57,VDP20003,SAVA HEALTHCARE LTD.,All,33110200,USD,,,"18,461.6700","420,226,209.5000",,,,,,,"18,461.6700","420,226,209.5000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
570,58,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,USD,,,"10,638.2200","258,529,902.8746","1,116.7200","25,996,124.8800","23,442.4800","545,717,492.0000",,,"32,963.9800","778,251,269.9946",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
571,59,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,VND,,"(14,015,774.8946)",,,,,,,,"14,015,774.8946",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
572,60,VDP20005,PHARMASCIENCE INC,All,33110200,USD,,,"962,315.9800","22,513,597,345.5400","296,088.5600","6,883,532,817.4400",,,,,"666,227.4200","15,630,064,528.1000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
573,61,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,USD,,,"741,807.7200","17,406,981,294.3700","201,063.3500","4,705,427,499.9800","139,312.6200","3,242,222,605.0000",,,"680,056.9900","15,943,776,399.3900",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
574,62,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,VND,,(0.2000),,,,,,,,0.2000,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
575,63,VDP20013,WOERWAG PHARMA GMBH & CO. KG,All,33110200,EUR,,,"1,137,404.1200","29,535,681,626.0000","219,818.7900","5,705,235,354.0000",,,,,"917,585.3300","23,830,446,272.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
576,64,VDP20014,JW PHARMACEUTICAL CORPORATION,All,33110100,USD,,,"1,187,938.4000","27,917,421,424.0000","401,099.8000","9,483,414,858.0000","512,463.0000","11,934,752,049.0000",,,"1,299,301.6000","30,368,758,615.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
577,65,VDP20015,DAIICHI-SANKYO,All,33110100,USD,,,"1,654,030.8200","37,964,720,665.7000","22,045.2000","499,874,910.0000",,,,,"1,631,985.6200","37,464,845,755.7000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
578,66,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,USD,,"(13,798,132.2400)",,,,,,,,"13,798,132.2400",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
579,67,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,VND,,,,"13,798,132.2400",,,,,,,-,"13,798,132.2400",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
580,68,VDP20019,MI PHARMA PRIVATE LIMITED,All,33110200,USD,,,"7,118.7700","172,059,205.4000",,,,,,,"7,118.7700","172,059,205.4000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
581,69,VDP20022,"L.B.S LABORATORY LTD., PART",All,33110200,USD,,,"11,505.6000","261,004,536.0000",,,,,,,"11,505.6000","261,004,536.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
582,70,VDP20035,PT.DEXA MEDICA,All,33110200,USD,,,"35,596.3500","831,768,953.0000",,,,,,,"35,596.3500","831,768,953.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
583,71,VDP20035,PT.DEXA MEDICA,All,33110200,VND,,,,"212,718.6600",,,,,,,-,"212,718.6600",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
584,72,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,USD,,,"8,972,888.8300","209,569,522,534.0000","422,557.1400","9,846,304,440.7200","607,381.6400","14,148,940,971.0000",,,"9,157,713.3300","213,872,159,064.2800",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
585,73,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,VND,,"(2,909,680.0000)",,,,"5,500,000.0000",,,,"8,409,680.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
586,74,VDP20038,AKUMS DRUGS & PHARMACEUTICALS LTD,All,33110200,USD,,,"1,823,928.8200","42,672,257,970.4200","201,095.9900","4,674,114,385.0100","312,772.7800","7,282,030,068.0000",,,"1,935,605.6100","45,280,173,653.4100",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
587,75,VDP20039,"CG BIO CO.,LTD",All,33110200,USD,,,"186,863.9500","4,359,871,409.5000","56,000.0000","1,303,479,911.5000",,,,,"130,863.9500","3,056,391,498.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
588,76,VDP20040,DOUGLAS PHARMACEUTICALS LIMITED,All,33110200,USD,,,"99,936.0000","2,328,029,136.0000",,,,,,,"99,936.0000","2,328,029,136.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
589,77,VDP20041,ALLEVIARE LIFE SCIENCES LIMITED (ALSL),All,33110200,USD,,,"39,552.0000","927,331,068.0000",,,,,,,"39,552.0000","927,331,068.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
590,78,VDP20042,"TAIWAN GREEN CROSS CO.,LTD",All,33110200,USD,,,,,,,"59,720.0000","1,391,834,320.0000",,,"59,720.0000","1,391,834,320.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
591,79,VDP20043,HEALOL PHARMACEUTICALS LTD,All,33110200,USD,,,,,"7,193.9400","167,476,322.5200","47,965.0600","1,116,635,942.0000",,,"40,771.1200","949,159,619.4800",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
592,80,VDP20045,UK NEQAS ICC & ISH,All,33110200,GBP,,,,,2.0000,"58,842.0000",2.0000,"58,842.0000",,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
593,81,VHC20001,NRL,All,33110200,AUD,,,,,,,"15,278.2500","253,252,272.0000",,,"15,278.2500","253,252,272.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
594,82,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,SGD,,"(625,829.8027)",,,,,,,,"625,829.8027",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
595,83,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,VND,,,,"625,829.8027",,,,,,,-,"625,829.8027",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
596,84,VOT10001,CONG TY TNHH THUONG MAI VA DP SANG,All,33110100,VND,,,,"6,020,077,777.0000",,"12,541,173,820.0000",,"13,626,681,352.0000",,,-,"7,105,585,309.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
597,85,VOT10003,CTY TNHH RELIV PHARMA,All,33110100,VND,,,,"153,623,054.0000",,,,,,,-,"153,623,054.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
598,86,VOT10004,NHA CUNG CAP KHAC,All,33110100,VND,,,,"635,986.0000",,,,"20,268,000.0000",,,-,"20,903,986.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
599,87,VOT10010,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI HA NOI,All,33110100,VND,,,,"980,026,660.0000",,"1,913,317,344.0000",,"2,766,602,651.0000",,,-,"1,833,311,967.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
600,88,VOT10018,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI DA NANG,All,33110100,VND,,,,,,"417,482,027.0000",,"417,482,027.0000",,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
601,89,VOT10020,CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"355,206,600.0000",,,,,,,-,"355,206,600.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
602,90,VOT10021,(HD)CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"3,244,732,738.0000",,"1,504,078,045.0000",,"609,778,604.0000",,,-,"2,350,433,297.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
603,91,VOT10022,CONG TY TNHH TATAVN,All,33110100,VND,,,,"56,440,000.0000",,,,"117,306,000.0000",,,-,"173,746,000.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
604,92,VTB10003,CONG TY TNHH JOHNSON & JOHNSON(VIET NAM),All,33110100,VND,,,,"315,743,665.0000",,"315,743,665.0000",,"276,676,610.0000",,,-,"276,676,610.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
605,93,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,USD,,,"1,213,938.0000","28,447,736,618.0000","813,220.0000","19,101,886,980.0000","617,020.0000","14,380,304,220.0000",,,"1,017,738.0000","23,726,153,858.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
606,94,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,VND,,,,"33,460.0000",,,,,,,-,"33,460.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
607,95,VTB20002,NUMED CANADA INC,All,33110200,USD,,,"15,750.0000","367,019,712.0000",,,"33,250.0000","773,927,000.0000",,,"49,000.0000","1,140,946,712.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
608,96,VTB20002,NUMED CANADA INC,All,33110200,VND,,,,,,"44,712.0000",,,,"44,712.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
609,97,VTB20003,STRYKER EMEA SUPPLY CHAIN SERVICES BV,All,33110200,USD,,,"989,831.9400","23,194,536,176.0000","220,000.0000","5,200,664,019.0000","160,024.6600","3,724,442,912.0000",,,"929,856.6000","21,718,315,069.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
610,98,VTB20004,ST JUDE MEDICAL,All,33110200,USD,"4,130.0000","(96,556,600.0000)",,,,,"3,500.0000","81,536,000.0000",630.0000,"15,020,600.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
611,99,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,USD,,,"68,400.8200","1,565,683,027.1000",,,,,,,"68,400.8200","1,565,683,027.1000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
612,100,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,VND,,,,"27,734,487.3000",,,,,,,-,"27,734,487.3000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
613,101,VTB20009,ABBOTT MEDICAL(SINGAPORE) PTE.LTD,All,33110200,USD,,,"362,850.0000","8,468,782,570.0000","125,405.0000","2,934,082,885.0000","106,125.0000","2,470,497,735.0000",,,"343,570.0000","8,005,197,420.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
614,102,VTB20010,"CHAKSHU PTE., LTD",All,33110200,USD,,,"88,056.2300","2,047,366,216.0200",,,,,,,"88,056.2300","2,047,366,216.0200",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
615,103,VTP10002,CONG TY CO PHAN FRESENIUS KABI VIET NAM,All,33110100,VND,,,,"6,417,678,102.0000",,"684,198,279.0000",,"684,198,279.0000",,,-,"6,417,678,102.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
616,104,VTP10004,CONG TY TNHH THUONG MAI DICH VU  HANH AN,All,33110100,VND,,"(3,047,000.0000)",,,,,,,,"3,047,000.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
617,105,VTP10006,CONG TY TNHH UNITED INTERNATIONAL PHARMA,All,33110100,VND,,,,"53,070,355.0000",,"11,612,701.0000",,,,,-,"41,457,654.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
618,106,VTP10007,(HD)CONG TY TNHH EUROPA VILLAGE,All,33110100,VND,,,,"1,008,796,800.0000",,"38,966,400.0000",,,,,-,"969,830,400.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
619,107,VTP10008,CONG TY TNHH VE PHARMA(VIET NAM),All,33110100,VND,,,,"10,235,316,870.2500",,"3,500,000,000.0000",,"12,654,817,877.0000",,,-,"19,390,134,747.2500",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
620,108,VTP20002,AJ RESEARCH & PHARMA SDN BHD,All,33110200,USD,,,"819,987.8400","19,113,162,941.6141",,,,,,,"819,987.8400","19,113,162,941.6141",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
621,109,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,AUD,,,"15,140.5900","265,060,284.0000",,,,,,,"15,140.5900","265,060,284.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
622,110,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,USD,"10,500.0000","(238,612,500.0000)",,,,,,,"10,500.0000","238,612,500.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
623,111,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,VND,,"(26,447,784.0000)",,,,,,,,"26,447,784.0000",-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
624,112,VTP20004,SUCCESS BRAND LTD,All,33110200,USD,,,"118,897.4100","2,766,713,792.0000",,,,,,,"118,897.4100","2,766,713,792.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
625,113,VVC20001,BHARAT SERUMS AND VACCINES LIMITED,All,33110200,USD,,,"65,685.4400","1,526,957,078.6800",,,,,,,"65,685.4400","1,526,957,078.6800",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
626,114,VVT20004,ASCENSIA DIABETES CARE SINGAPORE PRIVATE LIMITED,All,33110200,SGD,,,"132,970.0000","2,231,072,149.9000","83,700.0000","1,400,133,600.0000",,,,,"49,270.0000","830,938,549.9000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
627,1,VDP10001,CTY TNHH MTV DUOC SAI GON,All,33110100,VND,,,,"167,133,792.0000",,,,,,,-,"167,133,792.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
628,2,VDP10003,(VIMEDIMEX) CTY CP Y DUOC PHAM VIMEDIMEX,All,33110100,VND,,,,"30,009,112.8000",,,,,,,-,"30,009,112.8000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
629,3,VDP10009,CTY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG,All,33110100,VND,,,,"10,504,784,850.0000",,"8,684,317,392.0000",,"7,723,870,592.0000",,,-,"9,544,338,050.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
